titulo,genero,diretor,classificacao,ano,avaliacao,pais_origem
Filme 2709,Comédia,Sidney Lumet,16,2016,4.8,Austrália
Filme 4022,Faroeste,Luc Besson,10,1979,9.3,Estados Unidos
Filme 1855,Drama,Roberto Rossellini,0,1978,6.3,Irlanda
Filme 4864,Épico,Mike Newell,18,1964,9.9,França
Filme 2873,Sátira,James Gray,12,1973,7.7,Índia
Filme 3031,Terror,Mel Gibson,16,1961,5.7,Coreia do Sul
Filme 1206,Suspense,Brian De Palma,12,1982,9.3,Itália
Filme 1646,Biografia,Alejandro González Iñárritu,10,1953,9.6,Itália
Filme 3418,Terror,Chloé Zhao,12,1965,6.3,Nova Zelândia
Filme 3477,Documentário,Ruben Östlund,12,1991,6.8,Dinamarca
Filme 2862,Musical,Olivia Wilde,16,2000,9.7,Estados Unidos
Filme 1793,Crime,William Friedkin,12,2022,8.5,Índia
Filme 3798,Drama,Cláudio Torres,12,1946,7.4,Nova Zelândia
Filme 3369,Animação,Robert Wiene,12,1948,5.0,Austrália
Filme 3368,Animação,Robert Wiene,0,2016,4.7,Canadá
Filme 3534,Animação,Daniel Rezende,12,2016,4.5,China
Filme 5275,Terror,Ruben Östlund,4,1939,7.8,Irlanda
Filme 3450,Romance,Rian Johnson,0,1985,6.7,Espanha
Filme 604,Faroeste,Denis Villeneuve,10,1997,4.2,França
Filme 3057,Comédia,James Marsh,16,1962,9.9,Dinamarca
Filme 4739,Drama,Anthony Minghella,4,1969,8.2,Noruega
Filme 127,Fantasia,Peter Jackson,16,2012,7.8,Japão
Filme 3877,Histórico,Daniel Ribeiro,10,1979,8.9,Dinamarca
Filme 2936,Terror,Kate Herron,10,1997,8.5,Suécia
Filme 4452,Guerra,Paul Greengrass,0,1946,9.1,México
Filme 3532,Animação,Daniel Rezende,12,1989,9.6,México
Filme 2731,Musical,Sidney Pollack,14,2021,9.3,Coreia do Sul
Filme 828,Documentário,Greta Gerwig,10,1931,4.7,Canadá
Filme 1640,Faroeste,Chad Stahelski,16,2014,8.4,Argentina
Filme 985,Fantasia,Guel Arraes,16,1927,7.0,Alemanha
Filme 3282,Épico,Bob Persichetti,14,1933,9.4,Estados Unidos
Filme 5405,Faroeste,Fernando Meirelles,14,2010,9.8,Alemanha
Filme 2189,Terror,Stanley Kubrick,18,2021,7.3,Austrália
Filme 5013,Comédia,Nick Cassavetes,18,1926,8.5,Índia
Filme 2444,Faroeste,Rob Marshall,10,2006,5.2,França
Filme 363,Documentário,Pedro Almodóvar,0,1980,8.9,Reino Unido
Filme 2350,Romance,Julius Avery,18,1982,6.4,Espanha
Filme 346,Comédia,Jane Campion,12,2006,6.5,Itália
Filme 815,Drama,Spike Lee,4,1968,7.5,Irlanda
Filme 3206,Documentário,Quentin Tarantino,16,1973,7.8,Itália
Filme 4526,Ação,Florian Zeller,4,1959,6.5,Itália
Filme 5213,Musical,Robert Zemeckis,10,1956,5.5,Índia
Filme 3326,Biografia,Matt Bettinelli-Olpin,0,2002,4.7,Itália
Filme 4107,Sátira,Juan José Campanella,4,1962,7.3,Japão
Filme 2117,Musical,André Pellenz,4,1993,9.9,Dinamarca
Filme 1835,Suspense,Ryan Coogler,0,1963,5.6,Irlanda
Filme 794,Biografia,Patty Jenkins,16,1969,8.6,China
Filme 5379,Ação,Luiz Fernando Carvalho,10,1957,5.5,Noruega
Filme 2675,Comédia,Matt Ross,14,1952,5.6,Irlanda
Filme 95,Comédia,Guel Arraes,14,2010,6.5,Irlanda
Filme 4226,Fantasia,Anselmo Duarte,14,1988,7.3,Itália
Filme 3757,Aventura,Marcus Baldini,0,2025,4.9,Dinamarca
Filme 2892,Animação,Fernando Meirelles,14,1947,4.9,México
Filme 2372,Aventura,Michael Chaves,4,1998,9.5,México
Filme 5339,Aventura,Carol Reed,18,1920,6.6,Noruega
Filme 4825,Histórico,Rob Cohen,10,1957,4.9,Alemanha
Filme 3229,Comédia,Ingmar Bergman,12,2006,9.7,Austrália
Filme 2854,Histórico,Olivia Wilde,14,1970,7.2,China
Filme 2913,Ficção Científica,Andy Muschietti,18,2022,8.9,Índia
Filme 1866,Faroeste,Roberto Rossellini,14,2002,8.9,Itália
Filme 1858,Sátira,Roberto Rossellini,14,1952,8.6,Nova Zelândia
Filme 2646,Guerra,Roberto Benigni,16,1988,5.3,Itália
Filme 2244,Drama,Ari Aster,0,1947,5.8,França
Filme 2337,Crime,Julius Avery,4,1936,6.4,Dinamarca
Filme 951,Terror,Roman Polanski,4,2016,8.8,Coreia do Sul
Filme 3069,Suspense,James Marsh,16,2025,8.3,Austrália
Filme 1121,Fantasia,Federico Fellini,14,2025,9.4,Brasil
Filme 2598,Terror,Paul King,14,1965,9.2,Nova Zelândia
Filme 2205,Animação,Afonso Poyart,14,2021,5.7,Alemanha
Filme 420,Animação,Barry Jenkins,10,1970,8.2,Argentina
Filme 923,Fantasia,Steven Spielberg,4,1988,5.2,Reino Unido
Filme 1255,Épico,Blake Edwards,14,2000,9.3,Irlanda
Filme 478,Musical,Wes Anderson,0,1993,7.9,Nova Zelândia
Filme 2036,Animação,Lasse Hallström,10,1970,6.3,Suécia
Filme 1203,Drama,James Cameron,0,1958,7.2,Reino Unido
Filme 2627,Ficção Científica,Roberto Benigni,10,1998,9.3,Japão
Filme 5236,Guerra,Sam Mendes,4,1949,6.8,Suécia
Filme 1971,Biografia,Frank Capra,14,1977,6.1,Coreia do Sul
Filme 3111,Terror,Stephen Daldry,14,1998,8.6,Coreia do Sul
Filme 4019,Sátira,Luc Besson,14,1957,8.2,Noruega
Filme 2152,Comédia,Jorge Furtado,4,1962,8.1,México
Filme 3688,Romance,Ivan Reitman,12,1933,9.8,Canadá
Filme 1998,Documentário,Stanley Donen,14,1993,5.6,Nova Zelândia
Filme 4034,Terror,Luc Besson,0,1986,6.0,China
Filme 3055,Faroeste,Tom Hooper,4,2010,6.2,Irlanda
Filme 1249,Biografia,Blake Edwards,12,1920,9.8,Austrália
Filme 2193,Ação,Stanley Kubrick,14,2002,7.7,Índia
Filme 2713,Ficção Científica,Sidney Lumet,12,2016,7.9,Índia
Filme 993,Ficção Científica,Guel Arraes,12,1933,7.8,Índia
Filme 2191,Ação,Stanley Kubrick,14,2022,5.5,Coreia do Sul
Filme 3763,Guerra,Marcus Baldini,12,1926,4.8,Reino Unido
Filme 3598,Terror,Carlos Diegues,10,1922,5.5,Nova Zelândia
Filme 1319,Aventura,Francis Lawrence,16,1926,7.0,Noruega
Filme 1864,Comédia,Roberto Rossellini,14,1992,5.2,França
Filme 2344,Suspense,Julius Avery,14,2017,7.1,França
Filme 2450,Ação,Rob Marshall,18,1934,5.4,Espanha
Filme 2137,Romance,Steven Spilberg,4,1931,7.4,Dinamarca
Filme 1066,Guerra,David Yates,10,1992,8.0,Itália
Filme 5393,Musical,Chad Stahelski,14,1927,5.0,Índia
Filme 4228,Aventura,Anselmo Duarte,16,1977,9.8,Canadá
Filme 2622,Ficção Científica,Irvin Kershner,4,1971,6.9,Estados Unidos
Filme 78,Drama,Hector Babenco,16,1985,7.3,Nova Zelândia
Filme 2899,Sátira,Fernando Meirelles,18,2005,6.2,Noruega
Filme 1315,Fantasia,Francis Lawrence,16,1997,7.7,Irlanda
Filme 5142,Biografia,Anthony Russo,4,1975,5.7,Estados Unidos
Filme 873,Aventura,Denis Villeneuve,12,1940,4.9,Índia
Filme 3851,Musical,Luiz Fernando Carvalho,10,1996,6.5,Coreia do Sul
Filme 5205,Fantasia,Ridley Scott,14,1959,6.5,Alemanha
Filme 2966,Drama,Guy Ritchie,18,1996,4.7,Itália
Filme 3392,Documentário,Michael Jelenic,14,2000,6.7,México
Filme 2561,Ficção Científica,Cecil B. DeMille,0,1926,8.5,Brasil
Filme 5325,Documentário,Pedro Amorim,18,1927,8.9,Alemanha
Filme 2636,Aventura,Roberto Benigni,4,1986,9.5,Suécia
Filme 3531,Documentário,Daniel Rezende,18,1975,7.0,Coreia do Sul
Filme 376,Musical,Taika Waititi,10,1961,9.2,Suécia
Filme 1909,Musical,Robert Zemeckis,18,1982,8.0,Austrália
Filme 4430,Crime,David O. Russell,18,1962,8.0,Espanha
Filme 4710,Faroeste,Mark Mylod,16,1952,6.8,Espanha
Filme 4763,Romance,Joseph Kosinski,18,2017,8.6,Reino Unido
Filme 4028,Musical,Luc Besson,14,2004,9.6,Canadá
Filme 1605,Ficção Científica,Jim Jarmusch,14,1971,6.2,Alemanha
Filme 1119,Animação,Roberto Santucci,12,1964,5.4,Noruega
Filme 3678,Biografia,Pedro Amorim,12,2005,7.2,Nova Zelândia
Filme 3491,Aventura,Fernando Coimbra,0,1953,8.8,Coreia do Sul
Filme 5287,Romance,Vinicius Amorim,16,1936,7.7,Japão
Filme 2959,Romance,Kate Herron,0,2020,8.2,Noruega
Filme 1995,Fantasia,Stanley Donen,18,1960,9.9,Irlanda
Filme 5388,Faroeste,Nick Cassavetes,16,1988,4.8,Canadá
Filme 4734,Sátira,Mike Nichols,18,1959,5.7,China
Filme 2377,Biografia,Michael Chaves,12,1956,7.1,Dinamarca
Filme 1343,Faroeste,Vittorio De Sica,14,1986,5.1,Reino Unido
Filme 321,Terror,Ari Aster,18,2019,7.1,Brasil
Filme 1620,Épico,Jim Jarmusch,4,2007,6.5,Argentina
Filme 3714,Documentário,Toninho Moura,4,1988,6.8,China
Filme 2061,Biografia,Guillermo del Toro,0,1927,4.7,Brasil
Filme 2220,Animação,Martin McDonagh,18,1956,8.5,Argentina
Filme 1674,Biografia,Sofia Coppola,4,1983,5.9,China
Filme 261,Terror,Roman Polanski,16,1968,8.0,Brasil
Filme 4808,Comédia,Rob Cohen,16,1992,5.6,Canadá
Filme 2040,Ação,Lasse Hallström,10,1960,5.7,Argentina
Filme 902,Romance,Billy Wilder,4,1942,5.5,Estados Unidos
Filme 3745,Épico,Vinicius Amorim,4,1977,8.2,Alemanha
Filme 2027,Faroeste,Halder Gomes,0,1939,8.9,Japão
Filme 4235,Histórico,Marcos Jorge,12,1993,5.6,Irlanda
Filme 1918,Crime,Robert Zemeckis,10,2000,6.1,Nova Zelândia
Filme 1829,Biografia,Ryan Coogler,14,1998,7.1,Austrália
Filme 1574,Musical,Hector Babenco,4,1964,5.7,China
Filme 4416,Animação,John Lasseter,10,1953,9.6,Suécia
Filme 4852,Musical,Richard Marquand,18,1953,8.6,México
Filme 4209,Épico,Anselmo Duarte,18,2016,8.7,Austrália
Filme 225,Romance,Victor Fleming,12,1939,8.7,Alemanha
Filme 724,Suspense,Alfonso Cuarón,18,1981,5.7,França
Filme 4882,Aventura,Todd Phillips,14,1975,8.9,Estados Unidos
Filme 1142,Épico,Francis Ford Coppola,10,1946,9.1,Estados Unidos
Filme 2763,Comédia,Roger Allers,14,1931,9.4,Reino Unido
Filme 847,Biografia,Lulu Wang,12,1953,5.1,Japão
Filme 4290,Faroeste,Sylvester Stallone,0,2020,7.8,Espanha
Filme 2552,Fantasia,Cecil B. DeMille,18,1952,6.0,México
Filme 2929,Musical,Andy Muschietti,10,1992,5.3,Austrália
Filme 118,Ação,Chad Stahelski,16,2014,7.4,Nova Zelândia
Filme 646,Crime,Olivia Wilde,16,1976,6.1,Itália
Filme 4,Ficção Científica,Christopher Nolan,10,2014,8.6,França
Filme 4171,Crime,José Padilha,12,1931,7.2,Coreia do Sul
Filme 468,Fantasia,Jordan Peele,10,1968,5.4,Canadá
Filme 6,Ficção Científica,Lana Wachowski,14,1999,8.7,Itália
Filme 920,Drama,Steven Spielberg,12,1983,9.4,Argentina
Filme 2596,Histórico,Paul King,14,1949,6.6,Suécia
Filme 4325,Faroeste,John McTiernan,4,1986,7.8,Alemanha
Filme 1064,Romance,David Yates,10,2009,5.2,França
Filme 2591,Épico,Paul King,0,2004,7.0,Coreia do Sul
Filme 243,Suspense,Orson Welles,14,1947,7.8,Reino Unido
Filme 1161,Fantasia,Francis Ford Coppola,12,1995,7.5,Brasil
Filme 2871,Comédia,James Gray,10,1960,5.7,Coreia do Sul
Filme 3736,Crime,Vinicius Amorim,0,1948,9.4,Suécia
Filme 2398,Fantasia,James Gunn,16,1959,4.2,Nova Zelândia
Filme 3518,Épico,Daniel Rezende,14,1966,5.0,Nova Zelândia
Filme 3422,Faroeste,Chloé Zhao,4,1949,8.9,Estados Unidos
Filme 2564,Suspense,Cecil B. DeMille,10,2021,9.4,França
Filme 1606,Drama,Jim Jarmusch,16,1978,7.3,Itália
Filme 5247,Sátira,Lasse Hallström,12,1948,9.3,Japão
Filme 2325,Histórico,Carol Reed,16,1961,5.3,Alemanha
Filme 2710,Aventura,Sidney Lumet,0,1973,9.3,Espanha
Filme 4797,Sátira,Chris Weitz,18,1986,5.4,Dinamarca
Filme 1313,Fantasia,Francis Lawrence,14,1967,9.9,Índia
Filme 3449,Sátira,Rian Johnson,18,2000,6.1,Austrália
Filme 3813,Terror,Caito Ortiz,4,2011,9.1,Índia
Filme 5060,Fantasia,Christian Ditter,12,2013,9.0,Argentina
Filme 2363,Animação,Michael Chaves,14,1986,8.8,Reino Unido
Filme 1976,Crime,Frank Capra,14,1993,6.3,Suécia
Filme 3515,Histórico,Daniel Rezende,16,1977,7.6,Irlanda
Filme 1762,Documentário,William Wyler,4,1967,7.3,Estados Unidos
Filme 2740,Musical,Sidney Pollack,0,2025,9.9,Argentina
Filme 5065,Ficção Científica,Christian Ditter,10,1982,7.1,Alemanha
Filme 2473,Comédia,Louis Leterrier,16,1966,6.0,Índia
Filme 4008,Biografia,George Miller,4,1942,9.9,Canadá
Filme 1494,Aventura,Darren Aronofsky,12,1939,9.4,China
Filme 4207,Comédia,Anna Muylaert,18,2013,4.9,Japão
Filme 2159,Crime,Jorge Furtado,12,1922,5.4,Noruega
Filme 1170,Musical,Peter Jackson,12,1962,6.2,Espanha
Filme 4915,Drama,Gary Ross,0,1971,4.7,Irlanda
Filme 233,Drama,Billy Wilder,14,1950,8.4,Índia
Filme 67,Drama,Anselmo Duarte,16,1962,7.9,Japão
Filme 1604,Terror,Jim Jarmusch,14,1936,5.1,França
Filme 3284,Faroeste,Bob Persichetti,10,1967,9.2,França
Filme 3597,Ação,Carlos Diegues,12,1973,6.3,Dinamarca
Filme 4633,Ação,Dan Kwan,10,1939,7.4,Índia
Filme 126,Ficção Científica,George Lucas,14,2005,7.5,Itália
Filme 1297,Crime,Bill Condon,16,1964,7.0,Dinamarca
Filme 1977,Fantasia,Frank Capra,12,1920,5.5,Dinamarca
Filme 4916,Épico,Gary Ross,12,1983,6.5,Suécia
Filme 4878,Histórico,Mike Newell,0,2018,4.9,Nova Zelândia
Filme 2076,Fantasia,Guillermo del Toro,16,1951,8.7,Suécia
Filme 4581,Animação,Adam McKay,4,1969,8.0,Brasil
Filme 3087,Drama,Sarah Gavron,0,1982,5.7,Japão
Filme 5189,Drama,Todd Phillips,4,1969,6.4,Austrália
Filme 3346,Épico,Lee Unkrich,0,2014,8.4,Itália
Filme 4859,Musical,Mike Newell,16,1936,7.9,Noruega
Filme 2798,Fantasia,Michel Gondry,14,2014,8.4,Nova Zelândia
Filme 919,Sátira,Steven Spielberg,10,2021,5.4,Noruega
Filme 1647,Ação,Alejandro González Iñárritu,14,1968,7.5,Japão
Filme 4622,Animação,Dan Kwan,18,1994,4.9,Estados Unidos
Filme 365,Documentário,Taika Waititi,14,2008,6.8,Alemanha
Filme 3288,Terror,Bob Persichetti,16,1939,8.0,Canadá
Filme 2126,Épico,André Pellenz,10,2012,7.0,Itália
Filme 4124,Romance,Beto Brant,14,2021,5.9,França
Filme 4570,Musical,Adam McKay,4,1975,5.3,Espanha
Filme 526,Animação,Miyazaki Hayao,12,1992,7.1,Itália
Filme 56,Terror,Bong Joon-ho,16,2006,7.0,Suécia
Filme 639,Aventura,Kate Herron,10,2006,7.4,Noruega
Filme 303,Suspense,Eric Bress,16,2004,7.6,Reino Unido
Filme 2767,Fantasia,Roger Allers,14,1995,5.4,Japão
Filme 1277,Faroeste,Milos Forman,10,1991,6.9,Dinamarca
Filme 2056,Ação,Lasse Hallström,10,1961,5.2,Suécia
Filme 4433,Musical,David O. Russell,12,2008,9.2,Índia
Filme 3645,Crime,Delbert Mann,10,2010,5.7,Alemanha
Filme 4144,Épico,Walter Salles,14,1965,9.4,França
Filme 2879,Sátira,James Gray,12,1983,5.6,Noruega
Filme 4203,Documentário,Anna Muylaert,0,2013,7.6,Reino Unido
Filme 2287,Guerra,Peter Weir,12,1947,5.3,Japão
Filme 2262,Romance,Ari Aster,18,1920,4.7,Estados Unidos
Filme 2297,Ficção Científica,Cao Hamburger,4,1948,9.8,Dinamarca
Filme 1754,Musical,Orson Welles,12,1997,6.3,China
Filme 1969,Épico,Frank Capra,10,2025,9.2,Austrália
Filme 5166,Ficção Científica,Michael Hoffman,4,1927,7.5,Itália
Filme 3118,Épico,Stephen Daldry,4,1969,5.2,Nova Zelândia
Filme 2394,Comédia,James Gunn,4,2022,4.5,China
Filme 524,Comédia,Pedro Almodóvar,10,2020,5.2,França
Filme 3901,Guerra,Paulo Morelli,16,1984,9.9,Brasil
Filme 4700,Comédia,Mark Mylod,18,1990,8.4,Argentina
Filme 3123,Terror,Stephen Daldry,4,1939,8.5,Reino Unido
Filme 4157,Animação,Walter Salles,18,1987,7.0,Dinamarca
Filme 1970,Romance,Frank Capra,10,1983,6.0,Espanha
Filme 672,Sátira,Ivan Reitman,18,2025,5.6,México
Filme 4189,Comédia,Anna Muylaert,16,1956,9.7,Austrália
Filme 667,Sátira,Afonso Poyart,16,1983,7.5,Japão
Filme 4716,Sátira,Mike Nichols,18,1995,6.6,Suécia
Filme 1888,Documentário,David Fincher,4,1977,6.7,Canadá
Filme 3267,Musical,Alex Garland,10,1972,6.6,Japão
Filme 281,Terror,F.W. Murnau,18,1922,8.0,Brasil
Filme 1720,Aventura,Sam Mendes,10,2020,8.8,Argentina
Filme 2948,Biografia,Kate Herron,4,1991,4.8,Canadá
Filme 4456,Ficção Científica,Paul Greengrass,18,2005,4.5,Suécia
Filme 900,Romance,Billy Wilder,0,1948,6.8,Argentina
Filme 5272,Musical,Tom Hooper,0,1939,5.8,México
Filme 761,Animação,Jordan Peele,14,1970,7.9,Brasil
Filme 1907,Drama,Robert Zemeckis,10,1966,8.1,Japão
Filme 4043,Aventura,Park Chan-wook,4,2017,5.6,Reino Unido
Filme 3824,Drama,Mark Dindal,0,2003,5.1,França
Filme 4139,Crime,Walter Salles,4,1963,4.5,Noruega
Filme 3819,Biografia,Caito Ortiz,16,1950,6.3,Noruega
Filme 4301,Faroeste,Sylvester Stallone,18,1983,6.3,Brasil
Filme 2594,Épico,Paul King,18,1992,6.8,China
Filme 4165,Animação,José Padilha,10,1965,4.7,Alemanha
Filme 3032,Faroeste,Tom Hooper,14,1976,5.5,México
Filme 3580,Crime,José Henrique Fonseca,0,2009,7.3,Argentina
Filme 2833,Crime,Noah Baumbach,14,1997,6.3,Índia
Filme 3473,Fantasia,Ruben Östlund,14,1965,4.5,Índia
Filme 138,Fantasia,Chris Columbus,10,2010,5.9,Nova Zelândia
Filme 2181,Sátira,Stanley Kubrick,16,1954,5.1,Brasil
Filme 2129,Guerra,Steven Spilberg,0,1926,5.5,Austrália
Filme 3178,Aventura,Eric Bress,14,1948,7.1,Nova Zelândia
Filme 4638,Animação,Dan Kwan,14,1961,7.0,Nova Zelândia
Filme 4748,Sátira,Anthony Minghella,0,1940,8.6,Canadá
Filme 4262,Drama,Heitor Dhalia,0,1997,6.4,Estados Unidos
Filme 4345,Romance,George P. Cosmatos,18,2025,6.5,Alemanha
Filme 1332,Aventura,Francis Lawrence,18,1975,9.4,México
Filme 2018,Crime,Halder Gomes,4,1991,5.5,Nova Zelândia
Filme 4543,Biografia,Florian Zeller,10,1933,7.2,Reino Unido
Filme 2483,Guerra,Christopher McQuarrie,14,2022,9.4,Reino Unido
Filme 1359,Histórico,Fritz Lang,4,1933,8.4,Noruega
Filme 1330,Crime,Francis Lawrence,4,1970,6.0,Espanha
Filme 2151,Drama,Jorge Furtado,4,1989,7.8,Coreia do Sul
Filme 4531,Crime,Florian Zeller,12,2023,5.8,Coreia do Sul
Filme 2123,Suspense,André Pellenz,0,2011,7.5,Reino Unido
Filme 4674,Guerra,Todd Field,12,2012,6.6,China
Filme 3982,Documentário,Nicolas Winding Refn,0,1965,9.6,Estados Unidos
Filme 1253,Comédia,Blake Edwards,16,1976,6.1,Índia
Filme 3279,Suspense,Bob Persichetti,4,1940,9.5,Noruega
Filme 3375,Histórico,Robert Wiene,18,1981,8.9,Irlanda
Filme 2815,Guerra,Michel Gondry,12,1947,9.4,Irlanda
Filme 4720,Épico,Mike Nichols,18,1982,7.6,Argentina
Filme 1849,Biografia,Ryan Coogler,4,1971,5.2,Austrália
Filme 3038,Suspense,Tom Hooper,14,1959,5.5,Nova Zelândia
Filme 389,Fantasia,Quentin Tarantino,0,1979,6.5,Austrália
Filme 236,Drama,Billy Wilder,16,1951,8.2,Suécia
Filme 1078,Documentário,George Lucas,14,1976,4.9,Nova Zelândia
Filme 1985,Romance,Frank Capra,0,1985,6.8,Alemanha
Filme 4364,Comédia,M. Night Shyamalan,4,2004,8.8,França
Filme 3963,Ação,Bryan Singer,14,2014,4.5,Reino Unido
Filme 771,Sátira,Taika Waititi,16,1933,5.2,Coreia do Sul
Filme 2166,Guerra,Jorge Furtado,16,2001,4.9,Itália
Filme 4534,Fantasia,Florian Zeller,18,1966,5.3,China
Filme 674,Sátira,Michel Gondry,0,1940,6.1,China
Filme 250,Comédia,Blake Edwards,0,1963,7.6,Espanha
Filme 1575,Guerra,Hector Babenco,16,1991,9.5,Irlanda
Filme 3420,Fantasia,Chloé Zhao,0,2002,9.3,Argentina
Filme 2082,Guerra,José Alvarenga Jr.,0,1936,7.2,Estados Unidos
Filme 1824,Épico,Charlie Kaufman,14,2015,5.8,França
Filme 5034,Terror,Thea Sharrock,16,2003,7.2,China
Filme 4545,Sátira,Jerry Zucker,10,1972,9.8,Alemanha
Filme 717,Comédia,Quentin Tarantino,10,1996,6.6,Dinamarca
Filme 5076,Musical,Scott Hicks,12,2015,6.1,Suécia
Filme 2049,Guerra,Lasse Hallström,0,1920,5.5,Austrália
Filme 4179,Terror,José Padilha,14,1949,9.0,Noruega
Filme 2725,Ficção Científica,Sidney Pollack,12,1977,7.8,Alemanha
Filme 4920,Crime,Gary Ross,10,1994,6.0,Argentina
Filme 1461,Suspense,Charlie Chaplin,16,2018,5.1,Brasil
Filme 1669,Comédia,Sofia Coppola,14,1940,7.1,Austrália
Filme 2757,Aventura,Roger Allers,12,1947,5.3,Dinamarca
Filme 2001,Crime,Stanley Donen,18,1995,4.8,Brasil
Filme 4572,Drama,Adam McKay,4,1980,4.8,México
Filme 4614,Guerra,Baz Luhrmann,4,1936,6.5,China
Filme 405,Animação,Quentin Tarantino,12,1963,8.2,Alemanha
Filme 385,Terror,Jordan Peele,14,2001,8.9,Alemanha
Filme 4889,Musical,Todd Phillips,12,1947,6.6,Austrália
Filme 2153,Terror,Jorge Furtado,0,1990,5.2,Índia
Filme 1634,Crime,Chad Stahelski,10,2003,5.4,China
Filme 4985,Fantasia,Joe Wright,14,1988,7.6,Alemanha
Filme 4785,Aventura,Chris Weitz,14,2002,8.1,Alemanha
Filme 3926,Drama,Damián Szifron,0,1989,9.5,Itália
Filme 4159,Terror,Walter Salles,10,1983,5.4,Noruega
Filme 224,Drama,Orson Welles,12,1941,9.1,França
Filme 2194,Drama,Stanley Kubrick,4,1954,9.5,China
Filme 3137,Guerra,Éric Lartigau,16,1991,9.3,Dinamarca
Filme 4470,Biografia,Paul Greengrass,18,1988,4.8,Espanha
Filme 1825,Crime,Charlie Kaufman,12,1948,7.8,Alemanha
Filme 5000,Aventura,Nick Cassavetes,12,1942,8.6,Argentina
Filme 798,Musical,Patty Jenkins,16,1961,9.5,Nova Zelândia
Filme 2872,Drama,James Gray,18,2000,9.3,México
Filme 10,Fantasia,Peter Jackson,14,2003,8.9,Espanha
Filme 1945,Comédia,Bong Joon-ho,4,1961,8.7,Alemanha
Filme 1839,Animação,Ryan Coogler,0,2023,9.8,Noruega
Filme 4805,Ação,Chris Weitz,0,2009,6.7,Alemanha
Filme 256,Drama,Francis Ford Coppola,16,1990,7.6,Suécia
Filme 4486,Musical,Tom McCarthy,16,2014,7.4,Itália
Filme 4905,Musical,Gary Ross,12,1984,5.1,Alemanha
Filme 1582,Suspense,Lana Wachowski,14,1978,8.6,Estados Unidos
Filme 2957,Drama,Kate Herron,14,2015,4.7,Dinamarca
Filme 925,Biografia,Steven Spielberg,16,1959,5.0,Alemanha
Filme 4822,Terror,Rob Cohen,14,2015,7.8,Estados Unidos
Filme 2509,Ação,Jonathan Demme,16,1976,6.3,Austrália
Filme 3776,Drama,Cláudio Torres,16,2004,5.1,Suécia
Filme 4137,Documentário,Walter Salles,12,1988,5.2,Dinamarca
Filme 2780,Romance,Andrew Niccol,4,1994,9.3,Argentina
Filme 540,Animação,Barry Jenkins,12,1973,5.2,Argentina
Filme 2746,Ficção Científica,Roger Allers,18,1933,8.6,Itália
Filme 4895,Ficção Científica,Todd Phillips,16,1990,5.0,Irlanda
Filme 4970,Guerra,David Slade,0,1988,7.7,Espanha
Filme 1146,Sátira,Francis Ford Coppola,14,2006,4.2,Itália
Filme 4469,Faroeste,Paul Greengrass,10,2008,7.3,Austrália
Filme 668,Sátira,Alejandro González Iñárritu,14,1953,4.8,Canadá
Filme 3020,Sátira,Mel Gibson,0,1954,5.5,Argentina
Filme 358,Terror,Martin Scorsese,18,1992,7.9,Nova Zelândia
Filme 2832,Aventura,Noah Baumbach,4,1997,6.1,México
Filme 2784,Suspense,Andrew Niccol,12,1983,4.9,França
Filme 1354,Faroeste,Vittorio De Sica,12,1991,5.4,China
Filme 471,Histórico,Barry Jenkins,0,1996,6.7,Coreia do Sul
Filme 2704,Histórico,Sidney Lumet,10,1989,6.7,França
Filme 3331,Terror,Matt Bettinelli-Olpin,14,2018,6.1,Coreia do Sul
Filme 3638,Ação,Delbert Mann,16,1971,6.9,Nova Zelândia
Filme 1397,Drama,Chris Columbus,10,1933,6.5,Dinamarca
Filme 3585,Fantasia,Carlos Diegues,10,1922,5.2,Alemanha
Filme 4883,Ficção Científica,Todd Phillips,4,1986,5.1,Reino Unido
Filme 3377,Faroeste,Robert Wiene,0,1979,5.8,Dinamarca
Filme 1257,Biografia,Blake Edwards,10,2012,6.1,Dinamarca
Filme 3513,Sátira,Daniel Rezende,0,1983,5.8,Índia
Filme 1251,Romance,Blake Edwards,18,1950,5.8,Coreia do Sul
Filme 5225,Biografia,Roberto Santucci,12,1953,6.0,Alemanha
Filme 4299,Ficção Científica,Sylvester Stallone,12,2005,5.7,Noruega
Filme 3285,Crime,Bob Persichetti,0,2013,5.6,Alemanha
Filme 2934,Suspense,Andy Muschietti,10,1969,5.1,China
Filme 4176,Fantasia,José Padilha,10,1967,9.5,Suécia
